kode_produk,nama_produk,harga_rupiah,stok,kategori,last_updated
"PRD00373","Baju Anak Perempuan",489000,"126","PAKAIAN","2024/08/21"
"PRD00374","Celana Jeans Pria",285000,"132","pakaian","29 Jun 2023"
"PRD00375","Sepatu Casual",220000,"37","PAKAIAN","2024/07/14"
"PRD00376","Piyama Anak",252000,"","pakaian","20 Mar 2025"
"PRD00377","Blouse Wanita",134000,"119","pakian","30/01/2025 20:11"
"PRD00378","Blouse Wanita",292960,"3","PAKAIAN","2024/05/01"
"PRD00379","Topi Sekolah",363000,"125","clothes","2023/12/04"
"PRD00380","Sarung Tangan Bayi",394000,"275","pakaian","21/10/2025 04:56"
"PRD00381","Kemeja Sekolah",0,"281","pakaian","09-04-2024"
"PRD00382","Blouse Wanita",107000,"262","clothes","1693558620"
"PRD00383","Piyama Anak",376000,"260","pakian","1734711960"
"PRD00384","Baju Bayi",270,"103","pakian","17 Jan 2026"
"PRD00385","Topi Sekolah",60000,"248","PAKAIAN","06-02-2024"
"PRD00386","Sarung Tangan Bayi",232000,"40","pakaian","2024/12/12"
"PRD00387","Dress Pesta",0,"40","pakaian","24/10/2024 13:37"
"PRD00388","Baju Bayi",267000,"204","pakian","2025/12/09"
"PRD00389","Baju Anak Laki-laki",113000,"231","pakian","2025/12/21"
"PRD00390","Jaket Hoodie",71000,"218","pakaian","01-13-2023"
"PRD00391","Baju Anak Perempuan",408000,"268","pakian","02-08-2023"
"PRD00392","Kemeja Sekolah",0,"209","pakaian","2025-02-03 19:17:00"
"PRD00393","Kaos Olahraga",81000,"213","clothes","2026-02-21 18:41:00"
"PRD00394","Blouse Wanita",130000,"56","pakian","2023-12-28 20:29:00"
"PRD00395","Celana Jeans Pria",347000,"214","PAKAIAN","1748182200"
"PRD00396","Baju Anak Perempuan",427000,"146","PAKAIAN","07 May 2024"
"PRD00397","Piyama Anak",483040,"","PAKAIAN","2023-03-16 14:01:00"
"PRD00398","Jaket Hoodie",184000,"263","PAKAIAN","05-16-2023"
"PRD00399","Sarung Tangan Bayi",0,"224","pakaian","2025-10-31 13:47:00"
"PRD00400","Jaket Hoodie",0,"170","pakaian","04 Oct 2024"
"PRD00401","Kaos Olahraga",98000,"174","PAKAIAN","2025/07/26"
"PRD00402","Celana Jeans Pria",220000,"73","clothes","06-05-2024"
"PRD00403","Topi Sekolah",382000,"289","clothes","15 Oct 2024"
"PRD00404","Celana Jeans Pria",419000,"138","pakian","07-18-2023"
"PRD00405","Blouse Wanita",344960,"63","clothes","13/02/2025 11:56"
"PRD00406","Piyama Anak",443000,"70","clothes","03-04-2025"
"PRD00407","Sarung Tangan Bayi",108000,"25","pakian","07-28-2023"
"PRD00408","Baju Anak Laki-laki",357000,"","clothes","28/06/2025 02:26"
"PRD00409","Sepatu Casual",189000,"104","PAKAIAN","1742997180"
"PRD00410","Sweater Rajut",0,"87","clothes","08-31-2023"
"PRD00411","Baju Anak Laki-laki",463000,"235","clothes","2026-04-12 01:10:00"
"PRD00412","Sepatu Casual",0,"254","pakaian","04-07-2024"
"PRD00413","Sweater Rajut",412000,"32","pakian","1710915600"
"PRD00414","Jaket Hoodie",325000,"207","PAKAIAN","1692087240"
"PRD00415","Celana Jeans Pria",112000,"136","pakaian","2024-10-07 03:39:00"
"PRD00416","Baju Anak Perempuan",32000,"","clothes","01/04/2025 05:48"
"PRD00417","Kaos Olahraga",0,"60","clothes","05-03-2026"
"PRD00418","Baju Bayi",207000,"","pakian","1716695700"
"PRD00419","Topi Sekolah",280,"140","PAKAIAN","06 Oct 2024"
"PRD00420","Dress Pesta",164000,"121","PAKAIAN","1729085100"
"PRD00421","Celana Jeans Pria",0,"142","pakian","2024-04-19 16:56:00"
"PRD00422","Celana Jeans Pria",130,"190","clothes","14/04/2023 09:46"
"PRD00423","Baju Anak Laki-laki",480000,"122","clothes","09-05-2023"
"PRD00424","Baju Anak Laki-laki",170080,"237","clothes","1737045780"
"PRD00425","Baju Anak Perempuan",0,"246","pakaian","2024/04/19"
"PRD00426","Kaos Olahraga",480,"276","pakian","04 Jul 2025"
"PRD00427","Sweater Rajut",71000,"281","pakian","2023/04/24"
"PRD00428","Jaket Hoodie",444000,"197","pakian","03/09/2025 23:42"
"PRD00429","Dress Pesta",492000,"140","clothes","02 Nov 2023"
"PRD00430","Baju Anak Perempuan",326000,"18","PAKAIAN","2024/08/11"
"PRD00431","Sepatu Casual",0,"234","pakaian","2023/09/29"
"PRD00432","Baju Bayi",305000,"67","PAKAIAN","1716124680"
"PRD00433","Dress Pesta",452000,"59","PAKAIAN","2026-01-29 23:25:00"
"PRD00434","Sweater Rajut",0,"48","clothes","04-10-2025"
"PRD00435","Baju Anak Perempuan",0,"161","pakian","1712373300"
"PRD00436","Dress Pesta",0,"171","PAKAIAN","31/10/2023 23:34"
"PRD00437","Rok Anak",28000,"6","PAKAIAN","06-14-2024"
"PRD00438","Kaos Olahraga",51000,"208","pakaian","2025/07/28"
"PRD00439","Celana Jeans Pria",340000,"79","PAKAIAN","02-13-2025"
"PRD00440","Kaos Olahraga",143000,"33","clothes","23 Jul 2025"
"PRD00441","Jaket Hoodie",349000,"199","pakian","1760099640"
"PRD00442","Blouse Wanita",114000,"18","PAKAIAN","12/07/2024 11:48"
"PRD00443","Baju Bayi",312000,"265","pakaian","2024-01-12 10:12:00"
"PRD00444","Blouse Wanita",341000,"114","pakaian","24 Jul 2024"
"PRD00445","Piyama Anak",369000,"126","pakian","25 Jan 2025"
"PRD00446","Kemeja Sekolah",0,"251","PAKAIAN","06/11/2024 02:22"
"PRD00447","Celana Jeans Pria",373000,"206","PAKAIAN","10 Sep 2024"
"PRD00448","Baju Anak Laki-laki",0,"86","PAKAIAN","11 Mar 2024"
"PRD00449","Sepatu Casual",179000,"282","pakian","13 Oct 2025"
"PRD00450","Kaos Olahraga",150000,"","clothes","24/02/2025 01:37"
"PRD00451","Jaket Hoodie",0,"112","PAKAIAN","12-11-2024"
"PRD00452","Piyama Anak",415000,"185","clothes","12-25-2024"
"PRD00453","Kemeja Sekolah",371000,"251","pakaian","22/09/2024 04:07"
"PRD00454","Sarung Tangan Bayi",410,"280","pakaian","2025-01-24 20:41:00"
"PRD00455","Topi Sekolah",75040,"107","pakian","1700869380"
"PRD00456","Rok Anak",134000,"165","clothes","2025/05/14"
"PRD00457","Sarung Tangan Bayi",135040,"86","pakaian","1704281280"
"PRD00458","Kemeja Sekolah",0,"159","pakaian","2023/10/16"
"PRD00459","Sepatu Casual",0,"140","clothes","1697734200"
"PRD00460","Dress Pesta",103000,"192","pakaian","03-25-2023"
"PRD00461","Sarung Tangan Bayi",172000,"105","pakian","1676853900"
"PRD00462","Rok Anak",220000,"92","clothes","2025/04/21"
"PRD00463","Sepatu Casual",0,"52","PAKAIAN","29/08/2025 07:21"
"PRD00464","Baju Bayi",294000,"291","PAKAIAN","1680954000"
"PRD00465","Kemeja Sekolah",336000,"200","pakaian","28 Mar 2025"
"PRD00466","Sepatu Casual",410000,"57","pakian","2024/01/24"
"PRD00467","Baju Bayi",306000,"75","pakian","2025/03/26"
"PRD00468","Baju Anak Perempuan",72000,"160","pakian","08 Apr 2023"
"PRD00469","Baju Bayi",360000,"70","pakaian","2023-09-16 11:30:00"
"PRD00470","Dress Pesta",193000,"","PAKAIAN","1713552480"
"PRD00471","Kemeja Sekolah",0,"58","clothes","1773777600"
"PRD00472","Baju Anak Perempuan",312000,"185","clothes","01 May 2023"
"PRD00473","Jaket Hoodie",267000,"81","clothes","11 May 2025"
"PRD00474","Celana Jeans Pria",0,"155","PAKAIAN","2025/08/15"
"PRD00475","Celana Jeans Pria",0,"248","PAKAIAN","2023/03/15"
"PRD00476","Topi Sekolah",312000,"78","clothes","1767217860"
"PRD00477","Kaos Olahraga",0,"264","pakian","06/04/2026 16:41"
"PRD00478","Dress Pesta",0,"4","pakaian","04/01/2024 05:51"
"PRD00479","Sweater Rajut",0,"126","clothes","1719984360"
"PRD00480","Baju Bayi",448000,"157","pakian","2024-08-22 14:49:00"
"PRD00481","Baju Anak Laki-laki",74000,"102","pakaian","07/01/2024 06:00"
"PRD00482","Sweater Rajut",355000,"237","PAKAIAN","09/11/2025 09:49"
"PRD00483","Rok Anak",426000,"252","PAKAIAN","04 Aug 2023"
"PRD00484","Topi Sekolah",409000,"297","pakaian","1717144920"
"PRD00485","Celana Jeans Pria",0,"84","pakian","01-20-2026"
"PRD00486","Celana Jeans Pria",298000,"44","pakian","2023/06/11"
"PRD00487","Sarung Tangan Bayi",0,"100","clothes","2023-11-28 18:42:00"
"PRD00488","Piyama Anak",429000,"71","pakian","2023/08/11"
"PRD00489","Kaos Olahraga",125000,"199","pakaian","1742511720"
"PRD00490","Sweater Rajut",306000,"189","pakaian","22 Feb 2026"
"PRD00491","Baju Bayi",411000,"139","clothes","2025-09-26 18:12:00"
"PRD00492","Rok Anak",107000,"16","PAKAIAN","1703328240"
"PRD00493","Blouse Wanita",239000,"159","pakian","15 Sep 2023"
"PRD00494","Baju Anak Laki-laki",388000,"51","clothes","1735163100"
"PRD00495","Blouse Wanita",288000,"164","pakian","2024-09-29 01:05:00"
"PRD00496","Sepatu Casual",454000,"89","pakian","29 Jun 2024"
"PRD00497","Kemeja Sekolah",434080,"296","pakian","12 Mar 2025"
"PRD00498","Sarung Tangan Bayi",143000,"85","pakaian","16 Mar 2024"
"PRD00499","Baju Anak Perempuan",387000,"235","pakian","2024-07-22 12:16:00"
"PRD00500","Blouse Wanita",34000,"105","pakaian","14 Jan 2024"
"PRD00501","Sarung Tangan Bayi",414000,"237","pakian","1687327500"
"PRD00502","Celana Jeans Pria",91000,"262","pakian","1703589120"
"PRD00503","Blouse Wanita",0,"37","clothes","2023-03-01 15:28:00"
"PRD00504","Celana Jeans Pria",0,"235","pakaian","1727373120"
"PRD00505","Jaket Hoodie",68000,"42","PAKAIAN","2024/12/31"
"PRD00506","Blouse Wanita",0,"32","clothes","2024/03/11"
"PRD00507","Topi Sekolah",326080,"165","pakaian","2025/12/21"
"PRD00508","Baju Anak Laki-laki",311000,"75","pakaian","2025/03/25"
"PRD00509","Sweater Rajut",122000,"207","pakian","14/02/2026 13:07"
"PRD00510","Blouse Wanita",0,"172","PAKAIAN","2023/10/08"
"PRD00511","Kemeja Sekolah",0,"260","PAKAIAN","07/02/2024 15:51"
"PRD00512","Baju Anak Perempuan",51040,"159","PAKAIAN","1709134020"
"PRD00513","Piyama Anak",0,"284","PAKAIAN","02 Jun 2025"
"PRD00514","Topi Sekolah",380960,"158","pakaian","08-12-2023"
"PRD00515","Sarung Tangan Bayi",0,"208","pakian","30 Jul 2023"
"PRD00516","Sweater Rajut",0,"206","clothes","02 Mar 2025"
"PRD00517","Sarung Tangan Bayi",0,"66","pakian","2025-08-16 11:43:00"
"PRD00518","Kaos Olahraga",0,"171","pakaian","2024-02-06 07:53:00"
"PRD00519","Baju Anak Laki-laki",289000,"126","pakaian","04-26-2026"
"PRD00520","Kaos Olahraga",225000,"228","pakaian","12-20-2024"
"PRD00521","Dress Pesta",0,"5","pakaian","06-25-2024"
"PRD00522","Baju Anak Perempuan",432960,"55","clothes","27/05/2025 06:15"
"PRD00523","Dress Pesta",250000,"14","PAKAIAN","2025-08-21 14:52:00"
"PRD00524","Baju Anak Laki-laki",162000,"92","pakian","2023-12-16 02:22:00"
"PRD00525","Blouse Wanita",0,"229","pakaian","2025-03-31 09:42:00"
"PRD00526","Sepatu Casual",445000,"160","clothes","1709547360"
"PRD00527","Sweater Rajut",477000,"212","pakian","2025/05/05"
"PRD00528","Blouse Wanita",431040,"25","pakaian","08-23-2024"
"PRD00529","Dress Pesta",32000,"4","clothes","2024/06/05"
"PRD00530","Dress Pesta",42000,"","pakian","03/10/2025 00:35"
"PRD00531","Sweater Rajut",63000,"269","PAKAIAN","1746573900"
"PRD00532","Dress Pesta",229000,"269","pakaian","12 Jul 2025"
"PRD00533","Piyama Anak",0,"8","clothes","1731290700"
"PRD00534","Jaket Hoodie",0,"215","pakaian","2026/04/13"
"PRD00535","Piyama Anak",308000,"3","PAKAIAN","17 Dec 2025"
"PRD00536","Baju Anak Perempuan",0,"110","pakaian","07/02/2023 11:26"
"PRD00537","Topi Sekolah",434000,"187","pakian","18 Jul 2025"
"PRD00538","Celana Jeans Pria",216000,"150","clothes","04 Feb 2024"
"PRD00539","Sweater Rajut",0,"231","PAKAIAN","2023/02/03"
"PRD00540","Baju Bayi",0,"238","clothes","25/04/2024 10:54"
"PRD00541","Rok Anak",0,"160","clothes","1749077940"
"PRD00542","Jaket Hoodie",285000,"82","clothes","10-07-2025"
"PRD00543","Jaket Hoodie",0,"140","pakaian","08/05/2025 23:49"
"PRD00544","Baju Anak Perempuan",277000,"160","PAKAIAN","11-07-2025"
"PRD00545","Dress Pesta",382000,"21","PAKAIAN","1691332200"
"PRD00546","Celana Jeans Pria",0,"262","PAKAIAN","1750527360"
"PRD00547","Jaket Hoodie",350000,"","PAKAIAN","2024-10-20 05:23:00"
"PRD00548","Rok Anak",292000,"225","clothes","1761755160"
"PRD00549","Baju Anak Laki-laki",80000,"116","clothes","2023-10-08 01:27:00"
"PRD00550","Rok Anak",475000,"89","PAKAIAN","30/08/2024 18:57"
"PRD00551","Rok Anak",264960,"96","pakian","12/09/2024 02:34"
"PRD00552","Sweater Rajut",0,"128","pakian","05/07/2025 02:32"
"PRD00553","Jaket Hoodie",202000,"98","pakian","20/05/2023 01:39"
"PRD00554","Baju Bayi",0,"69","pakaian","2023/03/26"
"PRD00555","Sepatu Casual",74000,"291","pakian","1737699120"
"PRD00556","Sarung Tangan Bayi",104000,"270","pakaian","10-16-2024"
"PRD00557","Baju Anak Perempuan",0,"114","clothes","02-13-2025"
"PRD00558","Baju Bayi",389000,"121","clothes","1672873860"
"PRD00559","Sepatu Casual",242000,"267","pakian","04-29-2025"
"PRD00560","Rok Anak",0,"32","pakian","12 Aug 2023"
"PRD00561","Jaket Hoodie",317000,"224","clothes","1684374840"
"PRD00562","Kemeja Sekolah",0,"269","pakaian","02/12/2025 10:31"
"PRD00563","Baju Anak Laki-laki",466080,"248","clothes","1698221220"
"PRD00564","Rok Anak",73000,"170","clothes","06 Nov 2024"
"PRD00565","Jaket Hoodie",268000,"209","clothes","29/05/2024 21:52"
"PRD00566","Baju Anak Laki-laki",281000,"","pakaian","03-14-2024"
"PRD00567","Dress Pesta",176000,"3","pakaian","1743964620"
"PRD00568","Jaket Hoodie",0,"207","PAKAIAN","1756228800"
"PRD00569","Kaos Olahraga",199040,"165","clothes","1718181120"
"PRD00570","Blouse Wanita",43000,"248","clothes","2023/11/26"
"PRD00571","Jaket Hoodie",97000,"93","pakian","17 Jul 2024"
"PRD00572","Sarung Tangan Bayi",29000,"6","clothes","09-21-2025"
"PRD00573","Kaos Olahraga",186000,"73","clothes","1724536500"
"PRD00574","Sarung Tangan Bayi",0,"214","pakian","2025-09-04 00:35:00"
"PRD00575","Rok Anak",430000,"81","pakian","25/10/2024 20:49"
"PRD00576","Sweater Rajut",53000,"281","PAKAIAN","2023-10-19 13:22:00"
"PRD00577","Rok Anak",0,"129","pakian","2024-11-03 08:30:00"
"PRD00578","Baju Bayi",233000,"121","pakian","17 Jul 2024"
"PRD00579","Celana Jeans Pria",440000,"217","PAKAIAN","09-15-2024"
"PRD00580","Baju Anak Laki-laki",54000,"89","PAKAIAN","1715179080"
"PRD00581","Topi Sekolah",404000,"18","clothes","1693092600"
"PRD00582","Sarung Tangan Bayi",328000,"131","clothes","05 Aug 2025"
"PRD00583","Rok Anak",200,"218","clothes","2025-11-28 04:42:00"
"PRD00584","Baju Anak Perempuan",387000,"244","pakaian","2024/11/04"
"PRD00585","Kemeja Sekolah",0,"268","clothes","2025/05/10"
"PRD00586","Piyama Anak",0,"108","PAKAIAN","16/03/2026 19:32"
"PRD00587","Dress Pesta",0,"55","PAKAIAN","2023-03-06 21:53:00"
"PRD00588","Kaos Olahraga",0,"14","pakaian","1691626980"
"PRD00589","Piyama Anak",432960,"61","pakian","06 Jul 2023"
"PRD00590","Baju Bayi",80960,"91","PAKAIAN","1735928640"
"PRD00591","Topi Sekolah",0,"171","PAKAIAN","03 Jan 2025"
"PRD00592","Baju Anak Laki-laki",0,"210","pakaian","03-25-2026"
"PRD00593","Jaket Hoodie",53000,"281","pakaian","2023/10/25"
"PRD00594","Sarung Tangan Bayi",74000,"157","pakian","2024-11-06 11:57:00"
"PRD00595","Jaket Hoodie",80000,"114","clothes","30 Mar 2023"
"PRD00596","Dress Pesta",456000,"69","pakian","2023-11-28 20:48:00"
"PRD00597","Kemeja Sekolah",149000,"266","pakaian","29 Jan 2024"
"PRD00598","Sarung Tangan Bayi",256000,"283","pakian","27 Jan 2024"
"PRD00599","Celana Jeans Pria",370000,"132","clothes","27/04/2024 23:07"
"PRD00600","Baju Anak Perempuan",241000,"4","clothes","2026/01/30"
"PRD00601","Baju Anak Perempuan",434000,"0","pakian","2024/04/30"
"PRD00602","Baju Anak Perempuan",176000,"214","pakian","05/03/2023 00:00"
"PRD00603","Sarung Tangan Bayi",0,"108","PAKAIAN","03/08/2023 07:00"
"PRD00604","Sepatu Casual",0,"290","PAKAIAN","08-21-2025"
"PRD00605","Topi Sekolah",0,"55","pakian","2023-09-12 07:37:00"
"PRD00606","Jaket Hoodie",387000,"55","pakaian","2025-09-26 21:10:00"
"PRD00607","Kemeja Sekolah",120960,"125","clothes","22/10/2024 00:26"
"PRD00608","Kaos Olahraga",485000,"33","clothes","2023/08/24"
"PRD00609","Blouse Wanita",241000,"232","clothes","13 Feb 2026"
"PRD00610","Jaket Hoodie",0,"165","clothes","29/06/2024 11:57"
"PRD00611","Topi Sekolah",51000,"8","PAKAIAN","02-02-2025"
"PRD00612","Sweater Rajut",406000,"7","PAKAIAN","03-28-2024"
"PRD00613","Topi Sekolah",0,"56","pakian","2024/10/03"
"PRD00614","Baju Anak Perempuan",0,"144","PAKAIAN","1684858320"
"PRD00615","Dress Pesta",143000,"81","pakian","04-11-2026"
"PRD00616","Sweater Rajut",357000,"78","clothes","06-04-2025"
"PRD00617","Sweater Rajut",352000,"","pakian","2025-04-26 23:11:00"
"PRD00618","Blouse Wanita",80960,"285","clothes","2025-08-05 10:37:00"
"PRD00619","Baju Bayi",32000,"142","PAKAIAN","18 Mar 2024"
"PRD00620","Kaos Olahraga",171000,"185","pakian","04 Jul 2025"
"PRD00621","Jaket Hoodie",0,"291","PAKAIAN","12/11/2025 12:59"
"PRD00622","Kemeja Sekolah",372000,"21","PAKAIAN","22 Sep 2025"
"PRD00623","Blouse Wanita",216000,"182","pakian","01-30-2023"
"PRD00624","Topi Sekolah",151000,"183","PAKAIAN","09/01/2023 08:05"
"PRD00625","Rok Anak",300000,"144","clothes","19 Jun 2023"
"PRD00626","Topi Sekolah",126000,"98","pakaian","2026/04/08"
"PRD00627","Jaket Hoodie",260000,"","PAKAIAN","11-06-2025"
"PRD00628","Jaket Hoodie",146000,"235","PAKAIAN","2023-10-18 23:45:00"
"PRD00629","Jaket Hoodie",0,"3","pakaian","08 Nov 2025"
"PRD00630","Baju Anak Laki-laki",0,"190","clothes","2026-01-24 08:49:00"
"PRD00631","Sarung Tangan Bayi",96000,"62","pakaian","02 Feb 2025"
"PRD00632","Baju Bayi",192000,"214","pakaian","2026/03/19"
"PRD00633","Baju Anak Laki-laki",427000,"","pakian","2023/06/01"
"PRD00634","Baju Bayi",372000,"249","PAKAIAN","2025/09/14"
"PRD00635","Dress Pesta",343000,"199","pakian","2024-08-10 10:08:00"
"PRD00636","Topi Sekolah",287000,"26","pakian","04 Jun 2025"
"PRD00637","Piyama Anak",0,"251","pakaian","2025-11-08 16:49:00"
"PRD00638","Celana Jeans Pria",440000,"260","pakaian","11 Apr 2025"
"PRD00639","Topi Sekolah",0,"72","clothes","2023/07/12"
"PRD00640","Baju Bayi",376000,"31","PAKAIAN","1697963940"
"PRD00641","Sweater Rajut",361000,"23","PAKAIAN","2024/06/13"
"PRD00642","Dress Pesta",144000,"145","clothes","19/03/2024 04:53"
"PRD00643","Kemeja Sekolah",0,"159","PAKAIAN","04 Feb 2024"
"PRD00644","Baju Anak Laki-laki",121000,"171","pakian","2025/04/17"
"PRD00645","Sepatu Casual",248000,"195","pakian","12-02-2024"
"PRD00646","Jaket Hoodie",398000,"91","clothes","1676760660"
"PRD00647","Topi Sekolah",0,"113","clothes","2025/10/21"
"PRD00648","Rok Anak",97000,"70","PAKAIAN","12-15-2024"
"PRD00649","Sarung Tangan Bayi",0,"232","pakaian","2023-01-25 11:09:00"
"PRD00650","Sepatu Casual",299000,"184","pakian","08-05-2023"
"PRD00651","Sweater Rajut",0,"162","pakaian","2024-07-30 05:41:00"
"PRD00652","Sepatu Casual",0,"144","pakian","03 Jan 2023"
"PRD00653","Sarung Tangan Bayi",0,"15","PAKAIAN","06-28-2025"
"PRD00654","Dress Pesta",0,"137","pakaian","08-22-2025"
"PRD00655","Jaket Hoodie",175000,"39","PAKAIAN","2023-05-24 06:50:00"
"PRD00656","Piyama Anak",0,"12","PAKAIAN","30 Nov 2024"
"PRD00657","Sweater Rajut",93000,"124","PAKAIAN","12/08/2025 13:27"
"PRD00658","Rok Anak",262000,"294","pakian","30/10/2023 22:58"
"PRD00659","Rok Anak",0,"52","pakaian","22 Jan 2024"
"PRD00660","Sepatu Casual",0,"143","pakian","2025-08-24 17:37:00"
"PRD00661","Celana Jeans Pria",0,"19","pakaian","10/05/2023 09:40"
"PRD00662","Dress Pesta",175000,"274","pakian","1733319960"
"PRD00663","Baju Anak Laki-laki",0,"292","pakian","1765963080"
"PRD00664","Piyama Anak",440000,"164","clothes","02 Feb 2023"
"PRD00665","Baju Anak Perempuan",132000,"209","pakian","18 Aug 2025"
"PRD00666","Celana Jeans Pria",118000,"296","PAKAIAN","30 Nov 2024"
"PRD00667","Baju Anak Perempuan",213000,"293","pakian","1776442200"
"PRD00668","Kemeja Sekolah",0,"209","clothes","11 Apr 2024"
"PRD00669","Baju Bayi",246080,"110","clothes","2023/05/07"
"PRD00670","Baju Anak Perempuan",416000,"201","pakaian","2025-05-08 19:09:00"
"PRD00671","Baju Anak Laki-laki",0,"280","clothes","2024-08-07 10:30:00"
"PRD00672","Sweater Rajut",0,"95","PAKAIAN","2025/12/09"
"PRD00673","Blouse Wanita",489000,"238","pakian","15/09/2025 05:22"
"PRD00674","Baju Bayi",490,"270","clothes","01 Jun 2023"
"PRD00675","Baju Bayi",473000,"128","clothes","1772801580"
"PRD00676","Baju Anak Perempuan",499000,"20","clothes","26 May 2024"
"PRD00677","Blouse Wanita",0,"287","pakian","1767171660"
"PRD00678","Sarung Tangan Bayi",0,"259","PAKAIAN","1754204760"
"PRD00679","Sweater Rajut",479000,"256","pakaian","25 Apr 2024"
"PRD00680","Kaos Olahraga",463000,"196","pakian","2024/07/26"
"PRD00681","Piyama Anak",147000,"169","PAKAIAN","2025-01-06 06:00:00"
"PRD00682","Sarung Tangan Bayi",277000,"224","clothes","2025/07/18"
"PRD00683","Baju Bayi",64000,"117","pakian","1761548580"
"PRD00684","Blouse Wanita",351000,"290","clothes","2024-05-28 16:04:00"
"PRD00685","Topi Sekolah",64000,"106","clothes","2025-12-12 17:55:00"
"PRD00686","Piyama Anak",147000,"113","PAKAIAN","12-13-2024"
"PRD00687","Kaos Olahraga",156000,"179","pakaian","2025-09-18 20:13:00"
"PRD00688","Kemeja Sekolah",406080,"257","pakaian","1689765420"
"PRD00689","Sepatu Casual",144000,"104","pakian","25/10/2023 19:56"
"PRD00690","Dress Pesta",351000,"30","PAKAIAN","07-25-2025"
"PRD00691","Baju Anak Laki-laki",266000,"56","pakian","1696097580"
"PRD00692","Baju Anak Perempuan",403000,"293","pakaian","08 Feb 2026"
"PRD00693","Dress Pesta",40000,"7","PAKAIAN","31 Oct 2023"
"PRD00694","Celana Jeans Pria",0,"61","PAKAIAN","03-25-2023"
"PRD00695","Jaket Hoodie",252000,"156","pakian","1737417000"
"PRD00696","Celana Jeans Pria",392000,"186","pakaian","07-07-2025"
"PRD00697","Sepatu Casual",344000,"155","clothes","24 Jun 2024"
"PRD00698","Baju Anak Perempuan",0,"96","PAKAIAN","2024-01-31 01:40:00"
"PRD00699","Sarung Tangan Bayi",458000,"133","pakaian","23/03/2026 03:18"
"PRD00700","Blouse Wanita",0,"8","clothes","2025/09/19"
"PRD00701","Baju Bayi",0,"41","PAKAIAN","10 Jan 2024"
"PRD00702","Sepatu Casual",203000,"87","pakian","2023-02-14 03:36:00"
"PRD00703","Piyama Anak",364000,"260","pakaian","1735691160"
"PRD00704","Baju Anak Perempuan",327000,"191","pakian","07 Apr 2023"
"PRD00705","Jaket Hoodie",239000,"71","pakian","2024/09/11"
"PRD00706","Kaos Olahraga",404000,"168","clothes","2026/01/01"
"PRD00707","Sweater Rajut",327040,"63","PAKAIAN","19 Jun 2024"
"PRD00708","Baju Anak Perempuan",59000,"197","clothes","25 Aug 2024"
"PRD00709","Rok Anak",399000,"120","pakaian","1720935720"
"PRD00710","Sepatu Casual",0,"240","pakaian","2023/05/29"
"PRD00711","Kaos Olahraga",26000,"145","clothes","03-09-2025"
"PRD00712","Blouse Wanita",0,"180","pakaian","01 May 2023"
"PRD00713","Baju Bayi",0,"293","clothes","2024-05-25 12:09:00"
"PRD00714","Celana Jeans Pria",0,"219","pakaian","1777700460"
"PRD00715","Sweater Rajut",348960,"220","clothes","1673629920"
"PRD00716","Sweater Rajut",484000,"192","pakaian","20 Jan 2025"
"PRD00717","Rok Anak",352000,"288","pakaian","31 Jan 2024"
"PRD00718","Baju Anak Perempuan",225000,"162","pakian","12 Jun 2024"
"PRD00719","Kemeja Sekolah",197000,"234","PAKAIAN","16 Mar 2023"
"PRD00720","Topi Sekolah",478000,"191","pakaian","17/07/2024 16:32"
"PRD00721","Sweater Rajut",0,"125","pakian","2025-08-24 01:18:00"
"PRD00722","Piyama Anak",279000,"202","clothes","10-10-2024"
"PRD00723","Baju Anak Perempuan",327000,"145","pakian","2025-11-21 06:59:00"
"PRD00724","Rok Anak",202000,"169","pakian","2023-06-06 06:06:00"
"PRD00725","Sepatu Casual",0,"117","pakian","11/06/2023 02:50"
"PRD00726","Topi Sekolah",414000,"244","pakian","09/02/2025 10:11"
"PRD00727","Sweater Rajut",460,"","PAKAIAN","1737058860"
"PRD00728","Kaos Olahraga",224000,"","PAKAIAN","11-21-2023"
"PRD00729","Rok Anak",167000,"3","pakaian","2025/11/19"
"PRD00730","Sweater Rajut",89000,"17","pakaian","2023-11-16 05:03:00"
"PRD00731","Blouse Wanita",199000,"98","clothes","2023-10-09 20:08:00"
"PRD00732","Kaos Olahraga",65000,"32","clothes","07-27-2025"
"PRD00733","Baju Bayi",0,"251","pakian","02/05/2026 21:58"
"PRD00734","Blouse Wanita",449000,"159","pakaian","11-08-2025"
"PRD00735","Celana Jeans Pria",0,"251","clothes","2025/08/26"
"PRD00736","Kemeja Sekolah",395000,"222","PAKAIAN","1699551660"
"PRD00737","Jaket Hoodie",346000,"114","pakaian","11 Apr 2023"
"PRD00738","Kaos Olahraga",182000,"25","pakian","2025-12-22 23:14:00"
"PRD00739","Rok Anak",211000,"74","clothes","30 Jun 2024"
"PRD00740","Topi Sekolah",0,"179","PAKAIAN","1745534520"
"PRD00741","Sweater Rajut",474000,"33","clothes","2023-11-05 15:52:00"
"PRD00742","Kemeja Sekolah",26000,"142","pakaian","12-04-2025"
"PRD00743","Baju Bayi",160000,"91","clothes","2024-11-18 11:58:00"
"PRD00744","Celana Jeans Pria",102000,"105","pakaian","1731685320"
"PRD00745","Rok Anak",335040,"42","clothes","2025/09/23"
"PRD00746","Baju Bayi",37000,"280","pakian","2026-03-28 12:32:00"
"PRD00747","Piyama Anak",119000,"15","clothes","29 Jun 2023"
