kode_produk,nama_produk,harga_rupiah,stok,kategori,last_updated
"PRD00745","Rok Anak",335040,"42","pakaian","2025-09-23 00:00:00"
"PRD00471","Kemeja Sekolah",0,"58","pakaian","2026-03-17 20:00:00"
"PRD00704","Baju Anak Perempuan",327000,"191","pakaian","2023-04-07 00:00:00"
"PRD00430","Baju Anak Perempuan",326000,"18","pakaian","2024-08-11 00:00:00"
"PRD00787","Sarung Tangan Bayi",127040,"279","pakaian","2023-10-07 06:12:00"
"PRD00746","Baju Bayi",37000,"280","pakaian","2026-03-28 12:32:00"
"PRD00472","Baju Anak Perempuan",312000,"185","pakaian","2023-05-01 00:00:00"
"PRD00705","Jaket Hoodie",239000,"71","pakaian","2024-09-11 00:00:00"
"PRD00431","Sepatu Casual",0,"234","pakaian","2023-09-29 00:00:00"
"PRD00788","Dress Pesta",50000,"118","pakaian","2023-10-09 00:00:00"
"PRD00747","Piyama Anak",119000,"15","pakaian","2023-06-29 00:00:00"
"PRD00473","Jaket Hoodie",267000,"81","pakaian","2025-05-11 00:00:00"
"PRD00706","Kaos Olahraga",404000,"168","pakaian","2026-01-01 00:00:00"
"PRD00432","Baju Bayi",305000,"67","pakaian","2024-05-19 13:18:00"
"PRD00789","Celana Jeans Pria",355040,"185","pakaian","2024-09-17 00:00:00"
"PRD00748","Baju Anak Laki-laki",181000,"224","pakaian","2023-10-28 22:41:00"
"PRD00474","Celana Jeans Pria",0,"155","pakaian","2025-08-15 00:00:00"
"PRD00707","Sweater Rajut",327040,"63","pakaian","2024-06-19 00:00:00"
"PRD00433","Dress Pesta",452000,"59","pakaian","2026-01-29 23:25:00"
"PRD00160","Sepatu Casual",0,"162","pakaian","2023-06-04 00:00:00"
"PRD00749","Topi Sekolah",441000,"168","pakaian","2024-09-28 05:47:00"
"PRD00475","Celana Jeans Pria",0,"248","pakaian","2023-03-15 00:00:00"
"PRD00708","Baju Anak Perempuan",59000,"197","pakaian","2024-08-25 00:00:00"
"PRD00434","Sweater Rajut",0,"48","pakaian","2025-10-04 00:00:00"
"PRD00161","Baju Anak Perempuan",25000,"159","pakaian","2024-01-29 00:00:00"
"PRD00120","Dress Pesta",301000,"105","pakaian","2026-03-29 11:13:00"
"PRD00476","Topi Sekolah",312000,"78","pakaian","2025-12-31 21:51:00"
"PRD00709","Rok Anak",399000,"120","pakaian","2024-07-14 05:42:00"
"PRD00435","Baju Anak Perempuan",0,"161","pakaian","2024-04-06 03:15:00"
"PRD00162","Baju Anak Perempuan",357000,"21","pakaian","2023-09-20 02:05:00"
"PRD00121","Baju Bayi",274000,"5","pakaian","2024-08-27 00:00:00"
"PRD00477","Kaos Olahraga",0,"264","pakaian","2026-04-06 16:41:00"
"PRD00436","Dress Pesta",0,"171","pakaian","2023-10-31 23:34:00"
"PRD00163","Blouse Wanita",0,"40","pakaian","2025-08-27 00:00:00"
"PRD00122","Baju Bayi",337000,"78","pakaian","2024-06-15 20:40:00"
"PRD00478","Dress Pesta",0,"4","pakaian","2024-01-04 05:51:00"
"PRD00437","Rok Anak",28000,"6","pakaian","2024-06-14 00:00:00"
"PRD00164","Baju Bayi",415040,"69","pakaian","2024-03-08 23:14:00"
"PRD00123","Piyama Anak",0,"89","pakaian","2025-11-17 14:18:00"
"PRD00479","Sweater Rajut",0,"126","pakaian","2024-07-03 05:26:00"
"PRD00438","Kaos Olahraga",51000,"208","pakaian","2025-07-28 00:00:00"
"PRD00165","Jaket Hoodie",313000,"214","pakaian","2024-03-30 10:08:00"
"PRD00124","Celana Jeans Pria",338000,"277","pakaian","2025-08-08 17:06:00"
"PRD00439","Celana Jeans Pria",340000,"79","pakaian","2025-02-13 00:00:00"
"PRD00166","Sarung Tangan Bayi",363000,"211","pakaian","2023-10-11 22:51:00"
"PRD00125","Blouse Wanita",151000,"62","pakaian","2025-12-17 22:18:00"
"PRD00167","Kaos Olahraga",311000,"224","pakaian","2025-04-30 10:12:00"
"PRD00126","Sarung Tangan Bayi",347000,"70","pakaian","2024-04-22 00:00:00"
"PRD00168","Baju Bayi",130,"297","pakaian","2025-07-15 14:17:00"
"PRD00127","Blouse Wanita",352000,"149","pakaian","2026-04-16 00:00:00"
"PRD00169","Sepatu Casual",481000,"294","pakaian","2025-05-27 00:59:00"
"PRD00128","Jaket Hoodie",56000,"190","pakaian","2026-01-05 00:00:00"
"PRD00129","Rok Anak",0,"81","pakaian","2025-12-15 00:00:00"
"PRD01780","Baju Bayi",167000,"23","pakaian","2026-04-01 00:00:00"
"PRD01781","Rok Anak",100000,"69","pakaian","2025-09-27 00:00:00"
"PRD01740","Kemeja Sekolah",116000,"246","pakaian","2024-07-20 05:46:00"
"PRD01782","Dress Pesta",0,"63","pakaian","2024-04-07 00:00:00"
"PRD01741","Kaos Olahraga",221000,"130","pakaian","2026-02-23 06:35:00"
"PRD01700","Blouse Wanita",262080,"240","pakaian","2023-10-25 00:00:00"
"PRD01783","Sweater Rajut",0,"245","pakaian","2023-08-28 00:00:00"
"PRD01742","Jaket Hoodie",94000,"71","pakaian","2023-02-03 00:00:00"
"PRD01701","Kemeja Sekolah",53000,"94","pakaian","2023-08-03 19:48:00"
"PRD01784","Sarung Tangan Bayi",0,"247","pakaian","2024-12-23 00:19:00"
"PRD01743","Sweater Rajut",195000,"274","pakaian","2023-05-14 00:00:00"
"PRD01702","Baju Anak Perempuan",0,"97","pakaian","2023-08-15 00:00:00"
"PRD01785","Baju Anak Laki-laki",481000,"267","pakaian","2025-10-04 16:22:00"
"PRD01744","Sarung Tangan Bayi",158000,"55","pakaian","2025-03-16 00:00:00"
"PRD01703","Blouse Wanita",329000,"231","pakaian","2025-06-29 07:32:00"
"PRD01470","Blouse Wanita",215000,"34","pakaian","2023-06-28 00:00:00"
"PRD01786","Sarung Tangan Bayi",361000,"294","pakaian","2026-03-29 00:00:00"
"PRD01745","Sepatu Casual",149000,"77","pakaian","2023-01-30 10:55:00"
"PRD01704","Baju Anak Laki-laki",121000,"17","pakaian","2024-02-15 00:00:00"
"PRD01471","Rok Anak",356000,"0","pakaian","2026-02-28 00:00:00"
"PRD01430","Jaket Hoodie",393000,"212","pakaian","2023-03-22 08:09:00"
"PRD01787","Kaos Olahraga",149000,"189","pakaian","2024-11-02 13:15:00"
"PRD01746","Sepatu Casual",196000,"279","pakaian","2023-06-02 00:00:00"
"PRD01705","Topi Sekolah",354000,"60","pakaian","2023-07-12 21:35:00"
"PRD01472","Piyama Anak",349000,"282","pakaian","2025-10-11 00:00:00"
"PRD01431","Piyama Anak",425000,"0","pakaian","2023-07-18 00:00:00"
"PRD01788","Kaos Olahraga",346000,"28","pakaian","2025-09-08 18:37:00"
"PRD01747","Jaket Hoodie",112000,"138","pakaian","2025-09-05 00:00:00"
"PRD01706","Piyama Anak",236000,"117","pakaian","2025-09-16 00:00:00"
"PRD01473","Rok Anak",26000,"125","pakaian","2024-09-22 01:52:00"
"PRD01432","Baju Anak Laki-laki",169000,"247","pakaian","2024-12-09 18:35:00"
"PRD01789","Piyama Anak",300,"85","pakaian","2025-06-26 00:00:00"
"PRD01748","Piyama Anak",496000,"170","pakaian","2023-08-19 16:06:00"
"PRD01707","Rok Anak",0,"210","pakaian","2023-09-06 08:25:00"
"PRD01474","Rok Anak",225000,"91","pakaian","2025-05-23 06:19:00"
"PRD01433","Dress Pesta",0,"125","pakaian","2025-12-02 02:42:00"
"PRD01749","Sepatu Casual",416000,"88","pakaian","2025-06-26 00:27:00"
"PRD01708","Sarung Tangan Bayi",223040,"14","pakaian","2025-11-13 21:16:00"
"PRD01475","Baju Anak Perempuan",0,"202","pakaian","2023-09-12 00:00:00"
"PRD01434","Celana Jeans Pria",369000,"178","pakaian","2023-10-31 00:00:00"
"PRD01160","Sweater Rajut",0,"","pakaian","2024-02-14 03:30:00"
"PRD01709","Kaos Olahraga",27000,"239","pakaian","2023-03-13 15:47:00"
"PRD01476","Baju Bayi",0,"43","pakaian","2025-08-11 00:00:00"
"PRD01435","Kaos Olahraga",32000,"145","pakaian","2025-07-17 00:00:00"
"PRD01161","Topi Sekolah",340000,"","pakaian","2024-11-24 00:00:00"
"PRD01120","Kaos Olahraga",130080,"75","pakaian","2025-08-28 12:28:00"
"PRD01477","Celana Jeans Pria",40,"","pakaian","2023-12-27 10:22:00"
"PRD01436","Topi Sekolah",0,"129","pakaian","2023-12-21 00:00:00"
"PRD01162","Piyama Anak",92000,"55","pakaian","2025-11-16 00:00:00"
"PRD01121","Sweater Rajut",37000,"242","pakaian","2023-09-11 00:00:00"
"PRD01478","Dress Pesta",381000,"","pakaian","2024-08-18 00:00:00"
"PRD01437","Sweater Rajut",343000,"249","pakaian","2023-11-18 00:00:00"
"PRD01163","Kemeja Sekolah",380000,"255","pakaian","2023-11-08 12:59:00"
"PRD01122","Baju Anak Laki-laki",108000,"164","pakaian","2023-03-29 20:17:00"
"PRD01479","Piyama Anak",163000,"39","pakaian","2023-12-09 00:00:00"
"PRD01438","Baju Bayi",358080,"","pakaian","2025-04-27 10:06:00"
"PRD01164","Baju Anak Laki-laki",342000,"55","pakaian","2025-10-14 07:08:00"
"PRD01123","Kemeja Sekolah",452000,"269","pakaian","2026-04-21 10:42:00"
"PRD01439","Kaos Olahraga",128000,"143","pakaian","2024-03-14 00:00:00"
"PRD01165","Baju Bayi",0,"287","pakaian","2023-02-22 00:00:00"
"PRD01124","Sepatu Casual",270000,"247","pakaian","2024-07-13 00:00:00"
"PRD01166","Topi Sekolah",191000,"4","pakaian","2026-01-05 00:00:00"
"PRD01125","Rok Anak",0,"76","pakaian","2024-02-16 00:00:00"
"PRD01167","Kaos Olahraga",109000,"258","pakaian","2025-09-29 00:00:00"
"PRD01126","Sepatu Casual",139000,"127","pakaian","2023-01-23 00:00:00"
"PRD01168","Rok Anak",461000,"129","pakaian","2024-03-10 00:00:00"
"PRD01127","Dress Pesta",430,"222","pakaian","2023-10-25 13:52:00"
"PRD01169","Kaos Olahraga",156000,"296","pakaian","2025-11-03 00:00:00"
"PRD01128","Baju Bayi",346000,"","pakaian","2024-06-01 02:14:00"
"PRD01129","Sarung Tangan Bayi",435040,"180","pakaian","2023-03-07 20:37:00"
"PRD00860","Baju Bayi",270,"230","pakaian","2024-12-07 00:00:00"
"PRD00861","Baju Anak Laki-laki",143000,"218","pakaian","2025-01-04 00:00:00"
"PRD00820","Baju Anak Perempuan",172000,"178","pakaian","2026-04-27 18:11:00"
"PRD00862","Rok Anak",316960,"107","pakaian","2024-03-08 00:00:00"
"PRD00821","Kaos Olahraga",179000,"187","pakaian","2023-10-25 00:00:00"
"PRD00863","Topi Sekolah",272000,"102","pakaian","2023-10-26 00:00:00"
"PRD00822","Baju Bayi",0,"269","pakaian","2023-08-18 19:19:00"
"PRD00864","Baju Bayi",235000,"233","pakaian","2025-09-16 00:00:00"
"PRD00590","Baju Bayi",80960,"91","pakaian","2025-01-03 18:24:00"
"PRD00823","Baju Bayi",150000,"285","pakaian","2025-05-15 00:00:00"
"PRD00865","Kemeja Sekolah",113000,"164","pakaian","2024-01-25 00:00:00"
"PRD00591","Topi Sekolah",0,"171","pakaian","2025-01-03 00:00:00"
"PRD00824","Sarung Tangan Bayi",385000,"202","pakaian","2024-06-05 00:00:00"
"PRD00550","Rok Anak",475000,"89","pakaian","2024-08-30 18:57:00"
"PRD00866","Baju Bayi",363000,"","pakaian","2023-08-04 00:00:00"
"PRD00592","Baju Anak Laki-laki",0,"210","pakaian","2026-03-25 00:00:00"
"PRD00825","Baju Anak Perempuan",0,"267","pakaian","2023-05-07 00:00:00"
"PRD00551","Rok Anak",264960,"96","pakaian","2024-09-12 02:34:00"
"PRD00510","Blouse Wanita",0,"172","pakaian","2023-10-08 00:00:00"
"PRD00867","Kemeja Sekolah",320,"136","pakaian","2025-01-04 05:00:00"
"PRD00593","Jaket Hoodie",53000,"281","pakaian","2023-10-25 00:00:00"
"PRD00826","Blouse Wanita",391000,"","pakaian","2026-02-14 00:00:00"
"PRD00552","Sweater Rajut",0,"128","pakaian","2025-07-05 02:32:00"
"PRD00511","Kemeja Sekolah",0,"260","pakaian","2024-02-07 15:51:00"
"PRD00868","Rok Anak",119000,"280","pakaian","2024-04-11 00:00:00"
"PRD00594","Sarung Tangan Bayi",74000,"157","pakaian","2024-11-06 11:57:00"
"PRD00827","Jaket Hoodie",495000,"210","pakaian","2025-05-14 19:45:00"
"PRD00553","Jaket Hoodie",202000,"98","pakaian","2023-05-20 01:39:00"
"PRD00512","Baju Anak Perempuan",51040,"159","pakaian","2024-02-28 15:27:00"
"PRD00869","Baju Bayi",169000,"77","pakaian","2024-04-27 00:00:00"
"PRD00595","Jaket Hoodie",80000,"114","pakaian","2023-03-30 00:00:00"
"PRD00828","Dress Pesta",273000,"106","pakaian","2023-06-01 14:05:00"
"PRD00554","Baju Bayi",0,"69","pakaian","2023-03-26 00:00:00"
"PRD00280","Baju Anak Perempuan",0,"256","pakaian","2024-08-03 12:52:00"
"PRD00513","Piyama Anak",0,"284","pakaian","2025-06-02 00:00:00"
"PRD00596","Dress Pesta",456000,"69","pakaian","2023-11-28 20:48:00"
"PRD00829","Baju Anak Perempuan",0,"269","pakaian","2025-10-29 00:00:00"
"PRD00555","Sepatu Casual",74000,"291","pakaian","2025-01-24 06:12:00"
"PRD00281","Sweater Rajut",487000,"289","pakaian","2024-03-12 19:36:00"
"PRD00514","Topi Sekolah",380960,"158","pakaian","2023-12-08 00:00:00"
"PRD00240","Piyama Anak",285000,"46","pakaian","2023-11-05 00:00:00"
"PRD00200","Baju Bayi",308000,"199","pakaian","2025-02-01 12:04:00"
"PRD00597","Kemeja Sekolah",149000,"266","pakaian","2024-01-29 00:00:00"
"PRD00556","Sarung Tangan Bayi",104000,"270","pakaian","2024-10-16 00:00:00"
"PRD00282","Topi Sekolah",0,"190","pakaian","2024-03-11 00:00:00"
"PRD00515","Sarung Tangan Bayi",0,"208","pakaian","2023-07-30 00:00:00"
"PRD00241","Topi Sekolah",347000,"118","pakaian","2023-01-03 00:00:00"
"PRD00201","Dress Pesta",0,"12","pakaian","2024-04-01 00:00:00"
"PRD00598","Sarung Tangan Bayi",256000,"283","pakaian","2024-01-27 00:00:00"
"PRD00557","Baju Anak Perempuan",0,"114","pakaian","2025-02-13 00:00:00"
"PRD00283","Kemeja Sekolah",0,"6","pakaian","2025-07-11 00:00:00"
"PRD00516","Sweater Rajut",0,"206","pakaian","2025-03-02 00:00:00"
"PRD00242","Baju Anak Perempuan",283040,"90","pakaian","2025-07-29 17:41:00"
"PRD00202","Baju Anak Laki-laki",477000,"127","pakaian","2026-01-04 00:00:00"
"PRD00599","Celana Jeans Pria",370000,"132","pakaian","2024-04-27 23:07:00"
"PRD00558","Baju Bayi",389000,"121","pakaian","2023-01-04 23:11:00"
"PRD00284","Baju Bayi",0,"108","pakaian","2023-06-27 04:09:00"
"PRD00517","Sarung Tangan Bayi",0,"66","pakaian","2025-08-16 11:43:00"
"PRD00243","Kemeja Sekolah",36960,"173","pakaian","2023-09-21 00:00:00"
"PRD00559","Sepatu Casual",242000,"267","pakaian","2025-04-29 00:00:00"
"PRD00285","Baju Anak Perempuan",189000,"262","pakaian","2025-10-08 00:00:00"
"PRD00518","Kaos Olahraga",0,"171","pakaian","2024-02-06 07:53:00"
"PRD00244","Kemeja Sekolah",0,"127","pakaian","2025-10-11 11:49:00"
"PRD00203","Celana Jeans Pria",368000,"177","pakaian","2024-08-30 00:00:00"
"PRD00286","Sweater Rajut",374000,"42","pakaian","2024-11-26 01:36:00"
"PRD00519","Baju Anak Laki-laki",289000,"126","pakaian","2026-04-26 00:00:00"
"PRD00245","Baju Anak Laki-laki",384000,"197","pakaian","2025-12-01 08:33:00"
"PRD00204","Kemeja Sekolah",0,"260","pakaian","2023-07-21 10:50:00"
"PRD00287","Topi Sekolah",267000,"","pakaian","2024-11-12 00:00:00"
"PRD00246","Blouse Wanita",0,"107","pakaian","2023-12-23 05:12:00"
"PRD00205","Jaket Hoodie",0,"287","pakaian","2025-01-08 03:00:00"
"PRD00288","Blouse Wanita",344000,"236","pakaian","2023-10-31 00:00:00"
"PRD00247","Sweater Rajut",204000,"221","pakaian","2023-07-26 00:00:00"
"PRD00206","Baju Anak Laki-laki",277000,"0","pakaian","2024-11-15 07:21:00"
"PRD00289","Baju Anak Perempuan",88000,"109","pakaian","2024-04-11 00:00:00"
"PRD00248","Sweater Rajut",59000,"99","pakaian","2024-11-08 00:00:00"
"PRD00207","Topi Sekolah",393000,"26","pakaian","2025-08-30 10:59:00"
"PRD00249","Blouse Wanita",37000,"94","pakaian","2025-09-19 00:00:00"
"PRD00208","Baju Bayi",379040,"155","pakaian","2023-05-27 21:19:00"
"PRD00209","Topi Sekolah",292000,"249","pakaian","2025-11-15 00:00:00"
"PRD01820","Blouse Wanita",204000,"131","pakaian","2024-05-30 05:30:00"
"PRD01590","Topi Sekolah",162000,"81","pakaian","2025-08-20 15:31:00"
"PRD01591","Rok Anak",124000,"248","pakaian","2023-12-25 00:00:00"
"PRD01550","Baju Anak Perempuan",354000,"236","pakaian","2025-05-07 00:00:00"
"PRD01592","Sepatu Casual",435000,"74","pakaian","2025-11-15 00:00:00"
"PRD01551","Baju Anak Perempuan",0,"99","pakaian","2023-01-22 00:00:00"
"PRD01510","Blouse Wanita",0,"229","pakaian","2023-12-02 00:00:00"
"PRD01593","Jaket Hoodie",284000,"171","pakaian","2023-10-29 00:00:00"
"PRD01552","Sweater Rajut",400,"273","pakaian","2026-02-14 22:30:00"
"PRD01511","Jaket Hoodie",0,"262","pakaian","2023-10-04 03:57:00"
"PRD01594","Kaos Olahraga",102080,"192","pakaian","2023-09-30 00:00:00"
"PRD01553","Kemeja Sekolah",103000,"176","pakaian","2023-09-05 00:00:00"
"PRD01512","Dress Pesta",331000,"140","pakaian","2023-06-19 03:01:00"
"PRD01595","Piyama Anak",0,"50","pakaian","2023-09-22 10:55:00"
"PRD01554","Topi Sekolah",73000,"282","pakaian","2023-02-24 16:37:00"
"PRD01513","Sarung Tangan Bayi",450000,"218","pakaian","2023-08-01 14:23:00"
"PRD01280","Rok Anak",69000,"213","pakaian","2023-03-06 00:00:00"
"PRD01596","Baju Bayi",155000,"43","pakaian","2023-06-05 17:03:00"
"PRD01555","Baju Anak Laki-laki",318080,"272","pakaian","2025-06-09 00:00:00"
"PRD01514","Rok Anak",180960,"287","pakaian","2023-01-25 00:00:00"
"PRD01240","Kemeja Sekolah",471000,"","pakaian","2024-07-10 00:16:00"
"PRD01281","Celana Jeans Pria",225000,"37","pakaian","2025-05-16 00:00:00"
"PRD01597","Celana Jeans Pria",0,"245","pakaian","2023-01-30 14:02:00"
"PRD01556","Baju Anak Perempuan",0,"161","pakaian","2023-07-17 00:00:00"
"PRD01515","Sarung Tangan Bayi",222000,"256","pakaian","2026-03-15 00:00:00"
"PRD01241","Celana Jeans Pria",195040,"121","pakaian","2024-05-16 00:00:00"
"PRD01200","Piyama Anak",300960,"98","pakaian","2023-01-18 00:00:00"
"PRD01282","Kaos Olahraga",412960,"236","pakaian","2024-02-22 19:25:00"
"PRD01598","Baju Bayi",296000,"215","pakaian","2024-09-04 00:00:00"
"PRD01557","Rok Anak",0,"291","pakaian","2023-03-18 10:14:00"
"PRD01516","Sarung Tangan Bayi",325000,"38","pakaian","2026-01-06 15:08:00"
"PRD01201","Topi Sekolah",223000,"","pakaian","2024-09-27 04:26:00"
"PRD01283","Sepatu Casual",28000,"181","pakaian","2023-01-18 20:19:00"
"PRD01242","Piyama Anak",0,"108","pakaian","2023-12-04 00:00:00"
"PRD01599","Sweater Rajut",0,"223","pakaian","2023-07-05 00:00:00"
"PRD01558","Celana Jeans Pria",151000,"263","pakaian","2026-02-07 03:14:00"
"PRD01517","Kemeja Sekolah",488000,"162","pakaian","2023-12-24 00:00:00"
"PRD01202","Baju Anak Perempuan",426000,"62","pakaian","2025-07-04 00:00:00"
"PRD01284","Celana Jeans Pria",390000,"","pakaian","2026-02-23 00:00:00"
"PRD01243","Topi Sekolah",347000,"136","pakaian","2024-03-13 00:00:00"
"PRD01559","Kaos Olahraga",0,"58","pakaian","2024-04-29 17:24:00"
"PRD01518","Baju Anak Laki-laki",404000,"215","pakaian","2026-02-09 00:00:00"
"PRD01203","Celana Jeans Pria",298000,"12","pakaian","2025-04-11 00:00:00"
"PRD01285","Baju Anak Laki-laki",72000,"120","pakaian","2025-01-02 00:00:00"
"PRD01244","Baju Bayi",230,"","pakaian","2024-02-23 14:19:00"
"PRD01519","Celana Jeans Pria",187040,"2","pakaian","2025-08-27 20:30:00"
"PRD01204","Baju Anak Perempuan",0,"147","pakaian","2026-01-05 00:00:00"
"PRD01286","Blouse Wanita",212000,"209","pakaian","2023-02-13 06:33:00"
"PRD01245","Kaos Olahraga",483000,"22","pakaian","2023-12-14 19:59:00"
"PRD01205","Sweater Rajut",325000,"185","pakaian","2023-06-19 22:25:00"
"PRD01287","Sarung Tangan Bayi",0,"30","pakaian","2025-08-30 05:06:00"
"PRD01246","Kaos Olahraga",396000,"202","pakaian","2025-10-10 00:00:00"
"PRD01206","Kemeja Sekolah",0,"45","pakaian","2023-12-25 18:50:00"
"PRD01288","Dress Pesta",362000,"71","pakaian","2023-09-20 00:00:00"
"PRD01247","Baju Bayi",0,"70","pakaian","2023-02-10 00:00:00"
"PRD01207","Sarung Tangan Bayi",197000,"65","pakaian","2025-11-15 00:00:00"
"PRD01289","Baju Anak Laki-laki",196000,"262","pakaian","2023-04-29 00:00:00"
"PRD01248","Baju Anak Perempuan",163000,"5","pakaian","2023-12-22 00:00:00"
"PRD01208","Topi Sekolah",0,"33","pakaian","2026-01-27 00:00:00"
"PRD01249","Jaket Hoodie",0,"189","pakaian","2024-12-31 00:00:00"
"PRD01209","Jaket Hoodie",0,"236","pakaian","2025-09-14 00:00:00"
"PRD00980","Kaos Olahraga",498000,"27","pakaian","2023-12-08 03:26:00"
"PRD00981","Baju Anak Perempuan",454000,"265","pakaian","2025-01-31 03:38:00"
"PRD00940","Topi Sekolah",50000,"252","pakaian","2024-07-19 00:00:00"
"PRD00982","Baju Anak Laki-laki",267000,"179","pakaian","2025-04-22 09:19:00"
"PRD00941","Jaket Hoodie",326000,"70","pakaian","2025-01-20 00:00:00"
"PRD00900","Dress Pesta",0,"158","pakaian","2023-07-29 12:50:00"
"PRD00983","Sweater Rajut",177000,"112","pakaian","2026-01-10 00:00:00"
"PRD00942","Celana Jeans Pria",383040,"177","pakaian","2025-07-05 16:39:00"
"PRD00901","Topi Sekolah",127000,"3","pakaian","2024-10-15 13:13:00"
"PRD00984","Celana Jeans Pria",71000,"232","pakaian","2023-07-06 00:00:00"
"PRD00943","Rok Anak",234000,"53","pakaian","2025-12-05 18:14:00"
"PRD00902","Kemeja Sekolah",0,"228","pakaian","2024-04-24 08:45:00"
"PRD00985","Blouse Wanita",0,"296","pakaian","2025-09-21 02:51:00"
"PRD00944","Celana Jeans Pria",295000,"66","pakaian","2024-11-06 07:06:00"
"PRD00670","Baju Anak Perempuan",416000,"201","pakaian","2025-05-08 19:09:00"
"PRD00903","Kaos Olahraga",0,"128","pakaian","2024-12-09 00:00:00"
"PRD00986","Rok Anak",279000,"146","pakaian","2024-06-21 04:57:00"
"PRD00945","Kemeja Sekolah",239000,"284","pakaian","2024-06-22 00:00:00"
"PRD00671","Baju Anak Laki-laki",0,"280","pakaian","2024-08-07 10:30:00"
"PRD00904","Sarung Tangan Bayi",446080,"29","pakaian","2023-12-14 00:00:00"
"PRD00630","Baju Anak Laki-laki",0,"190","pakaian","2026-01-24 08:49:00"
"PRD00987","Sepatu Casual",258000,"32","pakaian","2024-07-17 00:00:00"
"PRD00946","Sepatu Casual",216000,"112","pakaian","2023-11-20 03:21:00"
"PRD00672","Sweater Rajut",0,"95","pakaian","2025-12-09 00:00:00"
"PRD00905","Sweater Rajut",0,"","pakaian","2023-07-31 09:10:00"
"PRD00631","Sarung Tangan Bayi",96000,"62","pakaian","2025-02-02 00:00:00"
"PRD00988","Piyama Anak",436960,"176","pakaian","2024-05-08 00:00:00"
"PRD00947","Piyama Anak",245000,"202","pakaian","2025-07-13 21:25:00"
"PRD00673","Blouse Wanita",489000,"238","pakaian","2025-09-15 05:22:00"
"PRD00906","Celana Jeans Pria",248960,"139","pakaian","2023-02-22 09:36:00"
"PRD00632","Baju Bayi",192000,"214","pakaian","2026-03-19 00:00:00"
"PRD00989","Kemeja Sekolah",143000,"269","pakaian","2023-06-09 11:46:00"
"PRD00948","Baju Anak Laki-laki",414000,"249","pakaian","2025-08-03 12:42:00"
"PRD00674","Baju Bayi",490,"270","pakaian","2023-06-01 00:00:00"
"PRD00907","Baju Anak Laki-laki",32000,"158","pakaian","2023-09-10 00:00:00"
"PRD00633","Baju Anak Laki-laki",427000,"","pakaian","2023-06-01 00:00:00"
"PRD00949","Sepatu Casual",229000,"168","pakaian","2025-04-05 14:34:00"
"PRD00675","Baju Bayi",473000,"128","pakaian","2026-03-06 12:53:00"
"PRD00908","Sepatu Casual",251040,"54","pakaian","2025-06-28 00:00:00"
"PRD00634","Baju Bayi",372000,"249","pakaian","2025-09-14 00:00:00"
"PRD00360","Jaket Hoodie",0,"150","pakaian","2024-12-28 10:47:00"
"PRD00676","Baju Anak Perempuan",499000,"20","pakaian","2024-05-26 00:00:00"
"PRD00909","Celana Jeans Pria",443040,"119","pakaian","2024-03-18 00:00:00"
"PRD00635","Dress Pesta",343000,"199","pakaian","2024-08-10 10:08:00"
"PRD00361","Piyama Anak",340960,"72","pakaian","2024-10-25 21:36:00"
"PRD00320","Piyama Anak",442000,"284","pakaian","2023-06-23 00:51:00"
"PRD00677","Blouse Wanita",0,"287","pakaian","2025-12-31 09:01:00"
"PRD00636","Topi Sekolah",287000,"26","pakaian","2025-06-04 00:00:00"
"PRD00362","Topi Sekolah",0,"207","pakaian","2024-02-14 06:26:00"
"PRD00321","Kemeja Sekolah",403000,"295","pakaian","2024-01-27 00:00:00"
"PRD00678","Sarung Tangan Bayi",0,"259","pakaian","2025-08-03 07:06:00"
"PRD00637","Piyama Anak",0,"251","pakaian","2025-11-08 16:49:00"
"PRD00363","Kemeja Sekolah",287000,"224","pakaian","2025-03-04 00:00:00"
"PRD00322","Kaos Olahraga",222000,"23","pakaian","2023-11-23 00:00:00"
"PRD00679","Sweater Rajut",479000,"256","pakaian","2024-04-25 00:00:00"
"PRD00638","Celana Jeans Pria",440000,"260","pakaian","2025-04-11 00:00:00"
"PRD00364","Dress Pesta",80000,"231","pakaian","2023-12-09 21:15:00"
"PRD00090","Baju Anak Perempuan",51040,"178","pakaian","2026-03-26 10:59:00"
"PRD00323","Baju Anak Laki-laki",0,"211","pakaian","2024-08-26 00:00:00"
"PRD00639","Topi Sekolah",0,"72","pakaian","2023-07-12 00:00:00"
"PRD00365","Sarung Tangan Bayi",357000,"209","pakaian","2024-06-16 05:28:00"
"PRD00091","Piyama Anak",36000,"30","pakaian","2023-06-07 14:45:00"
"PRD00324","Blouse Wanita",29000,"237","pakaian","2025-04-09 09:19:00"
"PRD00050","Blouse Wanita",0,"72","pakaian","2025-02-05 00:00:00"
"PRD00366","Sweater Rajut",0,"234","pakaian","2024-10-06 00:00:00"
"PRD00092","Kaos Olahraga",0,"170","pakaian","2023-12-06 00:00:00"
"PRD00325","Baju Anak Laki-laki",0,"72","pakaian","2024-04-26 00:00:00"
"PRD00051","Celana Jeans Pria",304960,"165","pakaian","2026-12-04 00:00:00"
"PRD00010","Kaos Olahraga",276000,"164","pakaian","2023-10-25 21:16:00"
"PRD00367","Topi Sekolah",328000,"58","pakaian","2025-12-07 00:00:00"
"PRD00093","Topi Sekolah",115000,"280","pakaian","2025-07-02 23:45:00"
"PRD00326","Kemeja Sekolah",0,"217","pakaian","2026-02-15 21:37:00"
